metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1716113679,1.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_duration,1716113679,302.781587,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_blocked,1716113679,0.557835,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_connecting,1716113679,0.322619,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_tls_handshaking,1716113679,0.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_sending,1716113679,0.136948,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_waiting,1716113679,302.563305,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_receiving,1716113679,0.081334,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_failed,1716113679,0.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
checks,1716113679,1.000000,is status 302,,,,,,,,default,,,,,,,
vus,1716113680,1.000000,,,,,,,,,,,,,,,,
vus_max,1716113680,1.000000,,,,,,,,,,,,,,,,
data_sent,1716113680,783.000000,,,,,,,,,default,,,,,,,
data_received,1716113680,710.000000,,,,,,,,,default,,,,,,,
iteration_duration,1716113680,1307.586972,,,,,,,,,default,,,,,,,
iterations,1716113680,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1716113680,1.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_duration,1716113680,119.264118,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_blocked,1716113680,0.002276,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_connecting,1716113680,0.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_tls_handshaking,1716113680,0.000000,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
http_req_sending,1716113680,0.015447,,,,true,,POST,http://localhost:8000/order/,HTTP/1.1,default,,302,,,http://localhost:8000/order/,,
